Event,Average Age
"Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Individual Medley, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 100 metres Butterfly, Water Polo Men's Water Polo",18.0
"Cycling Men's Road Race, Individual, Cycling Men's Road Race, Team, Fencing Men's epee, Team",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Backstroke, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 400 metres Freestyle",18.0
"Biathlon Women's 15 kilometres, Biathlon Women's 7.5 kilometres Sprint, Cross Country Skiing Women's 10 kilometres",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 50 metres Freestyle",18.0
"Luge Mixed (Men)'s Doubles, Swimming Men's 1,500 metres Freestyle, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Butterfly, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Individual Medley",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Butterfly, Swimming Women's 200 metres Individual Medley, Swimming Women's 400 metres Freestyle, Swimming Women's 400 metres Individual Medley",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 400 metres Individual Medley",18.0
"Athletics Women's 100 metres, Athletics Women's 200 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's 80 metres Hurdles, Athletics Women's High Jump",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 400 metres Freestyle, Water Polo Men's Water Polo",18.0
Short Track Speed Skating Women's 500 metres,18.0
"Biathlon Women's 15 kilometres, Biathlon Women's 3 x 7.5 kilometres Relay, Biathlon Women's 4 x 7.5 kilometres Relay, Biathlon Women's 7.5 kilometres Sprint, Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay",18.0
"Alpine Skiing Women's Combined, Alpine Skiing Women's Downhill, Volleyball Women's Volleyball",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Butterfly",18.0
"Athletics Women's 100 metres, Athletics Women's 200 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's 400 metres, Athletics Women's Long Jump",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Cycling Women's 500 metres Time Trial, Speed Skating Women's 1,000 metres, Speed Skating Women's 1,500 metres, Speed Skating Women's 500 metres",18.0
"Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Women's 100 metres Breaststroke, Swimming Women's 200 metres Breaststroke",17.98
"Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay",17.91
"Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 400 metres Freestyle",17.9
"Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 400 metres Freestyle",17.88
Swimming Women's 800 metres Freestyle,17.82
Swimming Women's 400 metres Individual Medley,17.81
"Short Track Speed Skating Women's 1,000 metres, Short Track Speed Skating Women's 1,500 metres",17.8
"Diving Women's Platform, Diving Women's Springboard, Diving Women's Synchronized Platform, Diving Women's Synchronized Springboard",17.8
"Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Butterfly",17.78
"Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",17.75
"Swimming Women's 100 metres Butterfly, Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay",17.75
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle",17.75
"Rhythmic Gymnastics Women's Group, Rhythmic Gymnastics Women's Individual",17.75
"Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",17.75
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 50 metres Freestyle",17.75
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke",17.71
"Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay",17.67
"Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Butterfly, Swimming Women's 4 x 100 metres Freestyle Relay",17.67
"Weightlifting Men's Middle-Heavyweight, Weightlifting Men's Middleweight",17.67
"Gymnastics Women's Balance Beam, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around",17.67
"Athletics Women's 4 x 100 metres Relay, Athletics Women's 400 metres, Athletics Women's 400 metres Hurdles",17.67
"Swimming Women's 100 metres Backstroke, Swimming Women's 4 x 100 metres Freestyle Relay",17.67
"Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay",17.67
"Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Butterfly, Swimming Women's 4 x 100 metres Medley Relay",17.67
"Swimming Women's 100 metres Breaststroke, Swimming Women's 200 metres Breaststroke, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay",17.67
"Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Breaststroke, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay",17.67
"Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Team All-Around",17.67
"Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Butterfly, Swimming Women's 400 metres Individual Medley",17.67
"Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",17.57
"Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Horse Vault, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",17.55
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 200 metres Freestyle Relay",17.5
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay",17.5
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Individual Medley",17.5
"Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Individual Medley",17.5
"Nordic Combined Men's Individual, Nordic Combined Men's Large Hill / 10 km, Individual, Nordic Combined Men's Normal Hill / 10 km, Individual, Nordic Combined Men's Team",17.5
"Swimming Women's 10 kilometres Open Water, Swimming Women's 400 metres Freestyle",17.5
"Swimming Women's 100 metres Butterfly, Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 50 metres Freestyle",17.5
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",17.5
"Swimming Men's 200 metres Breaststroke, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 400 metres Individual Medley",17.5
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 200 metres Backstroke, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",17.5
"Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Individual Medley, Swimming Women's 800 metres Freestyle",17.5
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Backstroke, Swimming Men's 4 x 100 metres Medley Relay",17.5
"Boxing Men's Bantamweight, Boxing Men's Light-Flyweight",17.5
"Swimming Women's 100 metres Backstroke, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 50 metres Freestyle",17.5
"Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Individual All-Around",17.5
Swimming Women's 400 metres Freestyle,17.47
"Swimming Women's 200 metres Backstroke, Swimming Women's 4 x 100 metres Medley Relay",17.43
"Gymnastics Women's Balance Beam, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",17.42
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",17.4
"Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",17.35
"Swimming Women's 100 metres Butterfly, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Individual Medley",17.33
"Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay",17.33
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke, Swimming Women's 4 x 100 metres Medley Relay",17.28
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle, Swimming Women's 400 metres Freestyle, Swimming Women's 800 metres Freestyle",17.25
"Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Butterfly, Swimming Women's 200 metres Individual Medley",17.25
"Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",17.25
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Medley Relay",17.2
"Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 400 metres Freestyle",17.2
"Gymnastics Women's Floor Exercise, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",17.2
"Swimming Women's 400 metres Freestyle, Swimming Women's 800 metres Freestyle",17.19
"Swimming Women's 200 metres Freestyle, Swimming Women's 400 metres Freestyle, Swimming Women's 800 metres Freestyle",17.15
"Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay",17.11
"Swimming Women's 100 metres Butterfly, Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay",17.08
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",17.0
"Athletics Women's 10 kilometres Walk, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit, Cycling Women's 500 metres Time Trial, Cycling Women's Points Race, Cycling Women's Sprint, Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Horse Vault, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",17.0
"Archery Women's Individual, Athletics Women's Discus Throw",17.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Individual Medley",17.0
"Alpine Skiing Women's Combined, Alpine Skiing Women's Downhill, Alpine Skiing Women's Giant Slalom, Alpine Skiing Women's Slalom, Alpine Skiing Women's Super G, Athletics Women's Marathon",17.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 400 metres Freestyle",17.0
"Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 50 metres Freestyle",17.0
"Alpine Skiing Men's Downhill, Alpine Skiing Men's Giant Slalom, Alpine Skiing Men's Slalom, Boxing Men's Light-Welterweight",17.0
"Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Individual Medley",17.0
"Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 50 metres Freestyle",17.0
