Event,Average Age
Swimming Women's 100 metres Backstroke,18.09
"Swimming Women's 200 metres Butterfly, Swimming Women's 400 metres Individual Medley",18.07
"Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay",18.07
Swimming Women's 100 metres Butterfly,18.07
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay",18.06
Rhythmic Gymnastics Women's Group,18.06
"Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Horse Vault, Gymnastics Women's Individual All-Around, Gymnastics Women's Uneven Bars",18.01
"Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Medley Relay",18.0
"Canoeing Men's Canadian Singles, 1,000 metres, Canoeing Men's Kayak Singles, 10,000 metres",18.0
"Baseball Men's Baseball, Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Breaststroke",18.0
"Swimming Women's 200 metres Freestyle, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 400 metres Freestyle, Swimming Women's 400 metres Individual Medley",18.0
"Swimming Women's 100 metres Breaststroke, Swimming Women's 400 metres Freestyle, Swimming Women's 400 metres Individual Medley",18.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 50 metres Freestyle",18.0
"Athletics Men's 10 kilometres Walk, Athletics Men's 3,000 metres Walk, Athletics Men's 50 kilometres Walk",18.0
"Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Freestyle",18.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle, Swimming Women's 400 metres Freestyle, Swimming Women's 400 metres Individual Medley, Swimming Women's 800 metres Freestyle",18.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Backstroke, Swimming Men's 200 metres Backstroke, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Gymnastics Men's Floor Exercise, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Rings",18.0
"Biathlon Men's 10 kilometres Sprint, Cross Country Skiing Men's Sprint",18.0
"Athletics Men's 5,000 metres, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Individual Medley",18.0
"Swimming Women's 200 metres Freestyle, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 400 metres Freestyle",18.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint, Cycling Women's Mountainbike, Cross-Country",18.0
"Biathlon Men's 10 kilometres Sprint, Biathlon Men's 12.5 kilometres Pursuit, Biathlon Men's 20 kilometres, Biathlon Men's 4 x 7.5 kilometres Relay, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 50 kilometres",18.0
"Athletics Men's Discus Throw, Athletics Men's High Jump",18.0
"Athletics Women's Marathon, Basketball Women's Basketball",18.0
"Basketball Men's Basketball, Swimming Men's 100 metres Breaststroke",18.0
"Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 200 metres Freestyle Relay",18.0
"Basketball Men's Basketball, Sailing Mixed One Person Dinghy",18.0
"Swimming Women's 100 metres Breaststroke, Swimming Women's 200 metres Breaststroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Individual Medley",18.0
"Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 km Skiathlon, Cross Country Skiing Men's Sprint",18.0
"Athletics Men's Decathlon, Athletics Men's Discus Throw, Athletics Men's Javelin Throw, Athletics Men's Javelin Throw, Freestyle, Athletics Men's Long Jump, Athletics Men's Pentathlon, Athletics Men's Shot Put",18.0
"Art Competitions Mixed Literature, Unknown Event, Athletics Men's 1,500 metres, Athletics Men's 800 metres",18.0
"Sailing Mixed One Person Dinghy, Sailing Mixed Two Person Dinghy",18.0
"Gymnastics Men's Floor Exercise, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Rings",18.0
"Basketball Men's Basketball, Equestrianism Mixed Jumping, Individual, Equestrianism Mixed Jumping, Team, Modern Pentathlon Men's Individual",18.0
"Biathlon Men's 10 kilometres Sprint, Biathlon Men's 20 kilometres, Cross Country Skiing Men's Sprint",18.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 50 metres Freestyle",18.0
"Archery Men's Individual, Archery Men's Team, Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Horse Vault, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around, Gymnastics Women's Uneven Bars",18.0
"Sailing Mixed Two Person Dinghy, Swimming Men's 400 metres Freestyle",18.0
"Swimming Women's 100 metres Butterfly, Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Individual Medley",18.0
"Athletics Women's 1,500 metres, Athletics Women's 200 metres, Athletics Women's 400 metres",18.0
"Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 400 metres Freestyle, Swimming Women's 400 metres Individual Medley",18.0
"Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 400 metres Freestyle, Swimming Women's 800 metres Freestyle",18.0
"Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Breaststroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Individual Medley, Swimming Women's 50 metres Freestyle",18.0
"Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Freestyle",18.0
"Swimming Women's 100 metres Butterfly, Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 50 metres Freestyle",18.0
"Athletics Men's Javelin Throw, Athletics Men's Javelin Throw, Both Hands, Athletics Men's Javelin Throw, Freestyle, Athletics Men's Shot Put",18.0
"Swimming Men's 1,000 metres Freestyle, Swimming Men's 100 metres Freestyle, Swimming Men's 100 yard Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 4 x 250 metres Freestyle Relay, Swimming Men's 4,000 metres Freestyle, Swimming Men's 50 yard Freestyle",18.0
"Rowing Men's Single Sculls, Shooting Mixed Trap",18.0
"Athletics Women's Heptathlon, Athletics Women's High Jump, Athletics Women's Long Jump",18.0
"Athletics Women's Pole Vault, Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Horse Vault, Gymnastics Women's Individual All-Around, Gymnastics Women's Uneven Bars",18.0
"Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 400 metres Freestyle, Swimming Women's 400 metres Individual Medley, Swimming Women's 800 metres Freestyle",18.0
"Badminton Women's Singles, Swimming Men's 200 metres Backstroke",18.0
"Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 400 metres Individual Medley",18.0
"Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Individual Medley, Swimming Women's 400 metres Individual Medley",18.0
"Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay",18.0
"Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 200 metres Freestyle Relay",18.0
"Diving Women's Platform, Diving Women's Synchronized Platform, Fencing Women's epee, Individual, Fencing Women's epee, Team, Tennis Women's Doubles, Tennis Women's Singles",18.0
"Weightlifting Women's Light-Heavyweight, Weightlifting Women's Lightweight, Weightlifting Women's Middleweight",18.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Backstroke, Swimming Women's 4 x 100 metres Freestyle Relay",18.0
"Athletics Men's High Jump, Gymnastics Men's Floor Exercise, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",18.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Breaststroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 400 metres Individual Medley",18.0
"Figure Skating Mixed Pairs, Hockey Men's Hockey, Speed Skating Men's 1,500 metres, Speed Skating Men's 5,000 metres, Swimming Women's 100 metres Breaststroke",18.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Freestyle Relay",18.0
"Athletics Men's 56-pound Weight Throw, Athletics Men's Discus Throw, Athletics Men's Discus Throw, Both Hands, Athletics Men's Discus Throw, Greek Style, Athletics Men's Shot Put, Athletics Men's Shot Put, Both Hands",18.0
"Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 30 km Skiathlon, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint, Cross Country Skiing Men's Team Sprint",18.0
"Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Freestyle, Swimming Women's 400 metres Individual Medley",18.0
"Diving Women's Springboard, Diving Women's Synchronized Platform",18.0
"Swimming Women's 4 x 200 metres Freestyle Relay, Swimming Women's 800 metres Freestyle",18.0
"Figure Skating Mixed Pairs, Football Men's Football",18.0
"Wrestling Men's Bantamweight, Greco-Roman, Wrestling Men's Featherweight, Greco-Roman, Wrestling Men's Lightweight, Greco-Roman",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Freestyle",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Ice Hockey Women's Ice Hockey, Short Track Speed Skating Men's 1,500 metres, Short Track Speed Skating Men's 5,000 metres Relay",18.0
"Athletics Men's 110 metres Hurdles, Athletics Men's 4 x 100 metres Relay, Athletics Men's 4 x 400 metres Relay, Athletics Men's 400 metres Hurdles",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 200 metres Backstroke, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 30 km Skiathlon, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's Sprint, Cross Country Skiing Men's Team Sprint",18.0
"Swimming Women's 10 kilometres Open Water, Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Backstroke, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 400 metres Freestyle",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 200 metres Freestyle",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 400 metres Freestyle, Wrestling Men's Featherweight, Greco-Roman",18.0
"Athletics Women's 100 metres, Athletics Women's 80 metres Hurdles, Athletics Women's High Jump",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Athletics Men's 110 metres Hurdles, Athletics Men's 4 x 400 metres Relay, Athletics Men's 400 metres, Athletics Men's 400 metres Hurdles, Athletics Men's Decathlon, Athletics Men's High Jump, Athletics Men's Pentathlon, Athletics Men's Standing High Jump, Athletics Men's Standing Long Jump",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 100 metres Breaststroke, Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Individual Medley",18.0
"Judo Men's Half-Middleweight, Judo Men's Lightweight, Judo Men's Middleweight",18.0
"Cycling Men's Individual Pursuit, 4,000 metres, Cycling Men's Points Race, Cycling Men's Road Race, Individual, Cycling Men's Team Pursuit, 4,000 metres",18.0
"Swimming Men's 200 metres Backstroke, Swimming Men's 400 metres Freestyle",18.0
"Bobsleigh Men's Four, Bobsleigh Men's Two, Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Athletics Women's 100 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's High Jump",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",18.0
"Athletics Women's 100 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's 80 metres Hurdles, Athletics Women's Pentathlon",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Gymnastics Women's Balance Beam, Gymnastics Women's Floor Exercise, Gymnastics Women's Individual All-Around, Gymnastics Women's Team All-Around",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 100 metres Butterfly, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Medley Relay",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 50 metres Freestyle",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 100 metres Butterfly, Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle, Water Polo Men's Water Polo",18.0
"Swimming Men's 200 metres Breaststroke, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Athletics Women's 4 x 100 metres Relay, Athletics Women's 400 metres, Athletics Women's 800 metres",18.0
"Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay",18.0
"Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay",18.0
"Gymnastics Women's Individual All-Around, Gymnastics Women's Uneven Bars",18.0
"Shooting Mixed Skeet, Speed Skating Men's 500 metres",18.0
"Athletics Men's 110 metres Hurdles, Athletics Men's 4 x 100 metres Relay, Athletics Men's 4 x 400 metres Relay",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",18.0
"Wrestling Men's Light-Heavyweight, Freestyle, Wrestling Men's Lightweight, Freestyle, Wrestling Men's Middleweight, Freestyle, Wrestling Men's Welterweight, Freestyle",18.0
"Swimming Men's 200 metres Individual Medley, Swimming Men's 50 metres Freestyle",18.0
"Cycling Men's 100 kilometres Team Time Trial, Cycling Men's Individual Time Trial, Cycling Men's Road Race, Individual, Cycling Men's Team Pursuit, 4,000 metres",18.0
"Gymnastics Women's Floor Exercise, Gymnastics Women's Team All-Around",18.0
"Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 200 metres Breaststroke, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Athletics Men's 1,500 metres, Athletics Men's 3,200 metres Steeplechase, Athletics Men's 5 mile, Athletics Men's 5,000 metres, Team",18.0
"Swimming Men's 200 metres Butterfly, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Handball Men's Handball, Water Polo Men's Water Polo",18.0
"Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Handball Women's Handball, Swimming Women's 100 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay",18.0
"Athletics Women's 3,000 metres, Cycling Women's Road Race, Individual",18.0
"Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley",18.0
"Cycling Men's 1,000 metres Time Trial, Cycling Men's Points Race, Cycling Men's Road Race, Individual, Cycling Men's Sprint",18.0
"Cycling Men's 12-Hours Race, Cycling Men's Road Race, Individual, Judo Men's Half-Lightweight",18.0
"Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 200 metres Breaststroke, Swimming Men's 400 metres Freestyle",18.0
"Wrestling Men's Bantamweight, Greco-Roman, Wrestling Men's Flyweight, Freestyle, Wrestling Men's Flyweight, Greco-Roman",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Backstroke, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Breaststroke, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Individual Medley, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Butterfly, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 50 metres Freestyle",18.0
"Boxing Men's Light-Welterweight, Boxing Men's Middleweight",18.0
"Swimming Men's 100 metres Backstroke, Water Polo Men's Water Polo",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Breaststroke",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 400 metres Freestyle",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Butterfly, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Individual Medley, Swimming Men's 50 metres Freestyle",18.0
"Athletics Women's 100 metres, Athletics Women's 100 metres Hurdles, Athletics Women's 200 metres",18.0
"Swimming Women's 100 metres Backstroke, Swimming Women's 200 metres Individual Medley, Swimming Women's 4 x 100 metres Medley Relay",18.0
"Wrestling Women's Featherweight, Freestyle, Wrestling Women's Flyweight, Freestyle, Wrestling Women's Lightweight, Freestyle",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 200 metres Backstroke, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 200 metres Backstroke, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Freestyle, Swimming Men's 50 metres Freestyle",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 4 x 200 metres Freestyle Relay",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Freestyle",18.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Breaststroke, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 200 metres Backstroke, Swimming Men's 200 metres Butterfly, Swimming Men's 4 x 100 metres Medley Relay",18.0
"Boxing Women's Middleweight, Rowing Women's Lightweight Double Sculls",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Freestyle, Swimming Men's 4 x 100 metres Medley Relay",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Backstroke, Swimming Men's 50 metres Freestyle",18.0
"Athletics Women's 10,000 metres, Swimming Women's 4 x 200 metres Freestyle Relay",18.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 3 x 5 kilometres Relay, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres",18.0
"Swimming Women's 100 metres Breaststroke, Swimming Women's 100 metres Butterfly, Swimming Women's 100 metres Freestyle, Swimming Women's 200 metres Butterfly, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 100 metres Medley Relay",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Freestyle, Swimming Men's 200 metres Backstroke",18.0
"Short Track Speed Skating Men's 5,000 metres Relay, Short Track Speed Skating Men's 500 metres, Speed Skating Men's 1,000 metres, Speed Skating Men's 500 metres",18.0
"Swimming Men's 100 metres Backstroke, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Medley Relay",18.0
"Cycling Women's Individual Time Trial, Cycling Women's Road Race, Individual, Diving Women's Springboard",18.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Breaststroke, Swimming Men's 200 metres Butterfly, Swimming Men's 400 metres Individual Medley",18.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Breaststroke, Swimming Men's 200 metres Individual Medley, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Individual Medley",18.0
"Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cycling Women's Mountainbike, Cross-Country",18.0
